company,name,street,postcode,city,country,capacity,energy_source,technology,additional_info,type,chp,commissioned,comment,source,eic_code,lat,lon
Soške elektrarne Nova Gorica (SENG),Ajba,,,,SI,0.25,Hydro,,,,,2008.0,,http://www.seng.si/hydro_power_plants/hydro_power_plants/small_hydroplants/,,,
Hidroelektrarne na Spodnji Savi (HESS),Arto-Blanca G1,,,,SI,13.04,Hydro,Run-of-river,,,,2009.0,,http://www.he-ss.si/eng/he-blanca-general-info.html,,45.99027,15.38183
Hidroelektrarne na Spodnji Savi (HESS),Arto-Blanca G2,,,,SI,13.04,Hydro,Run-of-river,,,,2009.0,,http://www.he-ss.si/eng/he-blanca-general-info.html,,45.99027,15.38183
Hidroelektrarne na Spodnji Savi (HESS),Arto-Blanca G3,,,,SI,13.04,Hydro,Run-of-river,,,,2009.0,,http://www.he-ss.si/eng/he-blanca-general-info.html,,45.99027,15.38183
Soške elektrarne Nova Gorica (SENG),Avče,,,,SI,185.0,Hydro,Pumped storage,,,,2009.0,,http://www.seng.si/hydro_power_plants/hydro_power_plants/big_hydroplants/,28W-G-0000000009,46.08412,13.66757
Soške elektrarne Nova Gorica (SENG),Bača,,,,SI,0.5,Hydro,,,,,1991.0,,http://www.seng.si/hydro_power_plants/hydro_power_plants/small_hydroplants/,,,
Hidroelektrarne na Spodnji Savi (HESS),Boštanj G1,,,,SI,10.84,Hydro,Run-of-river,,,,2006.0,,http://www.he-ss.si/eng/he-bostanj-general-info.html,,46.01704,15.28121
Hidroelektrarne na Spodnji Savi (HESS),Boštanj G2,,,,SI,10.84,Hydro,Run-of-river,,,,2006.0,,http://www.he-ss.si/eng/he-bostanj-general-info.html,,46.01704,15.28121
Hidroelektrarne na Spodnji Savi (HESS),Boštanj G3,,,,SI,10.84,Hydro,Run-of-river,,,,2006.0,,http://www.he-ss.si/eng/he-bostanj-general-info.html,,46.01704,15.28121
Termoelektrarna Brestanica (TEB),Brestanica GT1,Cesta prvih borcev 18,8280.0,Brestanica,SI,23.0,Natural gas,Gas turbine,,,,1975.0,will be replaced by GT 6 & 7,http://www.teb.si/en/production-units,28W-G-000000122W,45.99757,15.47853
Termoelektrarna Brestanica (TEB),Brestanica GT2,Cesta prvih borcev 19,8280.0,Brestanica,SI,23.0,Natural gas,Gas turbine,,,,1975.0,will be replaced by GT 6 & 7,http://www.teb.si/en/production-units,28W-G-000000122W,45.99757,15.47853
Termoelektrarna Brestanica (TEB),Brestanica GT3,Cesta prvih borcev 20,8280.0,Brestanica,SI,23.0,Natural gas,Gas turbine,,,,1975.0,will be replaced by GT 6 & 7,http://www.teb.si/en/production-units,28W-G-000000122W,45.99757,15.47853
Termoelektrarna Brestanica (TEB),Brestanica GT4,Cesta prvih borcev 21,8280.0,Brestanica,SI,114.0,Natural gas,Gas turbine,,,,2000.0,,http://www.teb.si/en/production-units,28W-G-000000122W,45.99757,15.47853
Termoelektrarna Brestanica (TEB),Brestanica GT5,Cesta prvih borcev 22,8280.0,Brestanica,SI,114.0,Natural gas,Gas turbine,,,,2000.0,,http://www.teb.si/en/production-units,28W-G-000000122W,45.99757,15.47853
Hidroelektrarne na Spodnji Savi (HESS),Brežice G1,,,,SI,15.1,Hydro,Run-of-river,,,,,,http://www.he-ss.si/eng/he-brezice-general-info.html,,45.89888,15.5882
Hidroelektrarne na Spodnji Savi (HESS),Brežice G2,,,,SI,15.1,Hydro,Run-of-river,,,,,,http://www.he-ss.si/eng/he-brezice-general-info.html,,45.89888,15.5882
Hidroelektrarne na Spodnji Savi (HESS),Brežice G3,,,,SI,15.1,Hydro,Run-of-river,,,,,,http://www.he-ss.si/eng/he-brezice-general-info.html,,45.89888,15.5882
Soške elektrarne Nova Gorica (SENG),Cerkno,,,,SI,0.436,Hydro,,,,,1984.0,,http://www.seng.si/hydro_power_plants/hydro_power_plants/small_hydroplants/,,,
Dravske elektrarne Maribor (DEM),Ceršak G1,,,,SI,0.325,Hydro,Run-of-river,,,,1955.0,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,,
Dravske elektrarne Maribor (DEM),Ceršak G2,,,,SI,0.325,Hydro,Run-of-river,,,,1955.0,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,,
Soške elektrarne Nova Gorica (SENG),Doblar 1 G1,,,,SI,10.0,Hydro,Run-of-river,,,,1939.0,,http://www.seng.si/hydro_power_plants/hydro_power_plants/big_hydroplants/,,46.11382,13.68811
Soške elektrarne Nova Gorica (SENG),Doblar 1 G2,,,,SI,10.0,Hydro,Run-of-river,,,,1939.0,,http://www.seng.si/hydro_power_plants/hydro_power_plants/big_hydroplants/,,46.11382,13.68811
Soške elektrarne Nova Gorica (SENG),Doblar 1 G3,,,,SI,10.0,Hydro,Run-of-river,,,,1939.0,,http://www.seng.si/hydro_power_plants/hydro_power_plants/big_hydroplants/,,46.11382,13.68811
Soške elektrarne Nova Gorica (SENG),Doblar 2,,,,SI,40.0,Hydro,Run-of-river,,,,2002.0,,http://www.seng.si/hydro_power_plants/hydro_power_plants/big_hydroplants/,,46.11382,13.68811
Dravske elektrarne Maribor (DEM),Dravograd G1,,,,SI,8.73,Hydro,Run-of-river,,,,1944.0,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,46.58558,15.01881
Dravske elektrarne Maribor (DEM),Dravograd G2,,,,SI,8.73,Hydro,Run-of-river,,,,1944.0,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,46.58558,15.01881
Dravske elektrarne Maribor (DEM),Dravograd G3,,,,SI,8.73,Hydro,Run-of-river,,,,1955.0,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,46.58558,15.01881
Dravske elektrarne Maribor (DEM),Fala G1,,,,SI,19.3,Hydro,Run-of-river,,,,1918.0,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,46.55874,15.44511
Dravske elektrarne Maribor (DEM),Fala G2,,,,SI,19.3,Hydro,Run-of-river,,,,1918.0,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,46.55874,15.44511
Dravske elektrarne Maribor (DEM),Fala G3,,,,SI,19.3,Hydro,Run-of-river,,,,1918.0,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,,46.55874,15.44511
Dravske elektrarne Maribor (DEM),Formin G1,,,,SI,58.0,Hydro,Run-of-river,,,,1978.0,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,28W-G-000000091H,46.40251,16.03374
Dravske elektrarne Maribor (DEM),Formin G2,,,,SI,58.0,Hydro,Run-of-river,,,,1978.0,,http://www.dem.si/en-gb/Power-plants-and-generation/General-data,28W-G-000000091H,46.40251,16.03374
Soške elektrarne Nova Gorica (SENG),Gradišče,,,,SI,0.15,Hydro,,,,,1922.0,,http://www.seng.si/hydro_power_plants/hydro_power_plants/small_hydroplants/,,,
Soške elektrarne Nova Gorica (SENG),Hubelj,,,,SI,2.1,Hydro,,,,,1931.0,,http://www.seng.si/hydro_power_plants/hydro_power_plants/small_hydroplants/,,45.89431,13.90556
Soške elektrarne Nova Gorica (SENG),Jelenk,,,,SI,0.07,Hydro,,,,,1987.0,,http://www.seng.si/hydro_power_plants/hydro_power_plants/small_hydroplants/,,,
Soške elektrarne Nova Gorica (SENG),Klavžarica,,,,SI,0.303,Hydro,,,,,2006.0,,http://www.seng.si/hydro_power_plants/hydro_power_plants/small_hydroplants/,,,
Soške elektrarne Nova Gorica (SENG),Knežke Ravne 1,,,,SI,0.1,Hydro,,,,,1979.0,,http://www.seng.si/hydro_power_plants/hydro_power_plants/small_hydroplants/,,,
Soške elektrarne Nova Gorica (SENG),Knežke Ravne 2,,,,SI,0.81,Hydro,,,,,1993.0,,http://www.seng.si/hydro_power_plants/hydro_power_plants/small_hydroplants/,,,
Nuklearna Elektrarna Krško  (NEK),Krško ,Vrbina 12,8270.0,Krško ,SI,727.0,Nuclear,Steam turbine,,,,,net: 696 MW,http://www.nek.si/en/about_nuclear_technology/technical_data/,28W-G-000000119L,45.93833,15.51554
Hidroelektrarne na Spodnji Savi (HESS),Krško G1,,,,SI,13.04,Hydro,Run-of-river,,,,2013.0,,http://www.he-ss.si/eng/he-krsko-general-info.html,,45.97461,15.48091
Hidroelektrarne na Spodnji Savi (HESS),Krško G2,,,,SI,13.04,Hydro,Run-of-river,,,,2013.0,,http://www.he-ss.si/eng/he-krsko-general-info.html,,45.97461,15.48091
Hidroelektrarne na Spodnji Savi (HESS),Krško G3,,,,SI,13.04,Hydro,Run-of-river,,,,2013.0,,http://www.he-ss.si/eng/he-krsko-general-info.html,,45.97461,15.48091
ENERGETIKA LJUBLJANA,Ljubljana 1,Verovškova ulica 62,1000.0,Ljubljana,SI,42.0,Lignite,Steam turbine,,CHP,yes,1966.0,,"http://www.te-tol.si/index.php?sv_path=2455,2466",28W-G-000000082I,46.05811,14.54381
ENERGETIKA LJUBLJANA,Ljubljana 2,Verovškova ulica 62,1000.0,Ljubljana,SI,32.0,Lignite,Steam turbine,,CHP,yes,1967.0,,"http://www.te-tol.si/index.php?sv_path=2455,2466",28W-G-000000082I,46.05811,14.54381
